zendesk_ticket_id,status,error_detail
8865,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8696,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8892,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8901,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8904,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8923,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8817,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8943,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8954,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8951,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8821,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8984,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8985,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8981,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8999,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9016,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9006,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8996,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8936,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9027,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8977,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9028,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9037,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9003,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
8899,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
44,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
9074,ERROR,"403 Forbidden: {
  ""error"": {
    ""title"": ""Forbidden"",
    ""message"": ""You do not have access to this page. Please contact the account owner of this help desk for further help.""
  }
}
"
