equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,first_observed_event_date,last_observed_event_date,observed_event_count,valid_interval_count,avg_interval_days,median_interval_days,selected_model,model_family,model_reason,estimated_life_days,estimated_life_months,estimated_life_p10_days,estimated_life_p50_days,estimated_life_p90_days,credible_interval_low_days,credible_interval_high_days,machine_weight,cohort_weight,cohort_source,n_events,n_intervals,n_censored_observations,replacement_rate_per_year,manufacturer_life_months,manufacturer_life_source,observed_vs_manufacturer_ratio,predicted_next_replacement_date,prediction_status,comparison_to_manufacturer,model_confidence_score,model_confidence_label,model_confidence_factors,statistical_notes,estimate_status,lifecycle_confidence_score,lifecycle_confidence_label,lifecycle_confidence_factors,min_interval_days,max_interval_days,stddev_interval_days,p25_interval_days,p75_interval_days,estimated_life_method,after_hours_ratio,notes
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2024-10-21T12:40:00.000Z,2024-12-07T22:43:00.000Z,2,1,47,182.10000000000002,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,182.1,5.98,,182.10000000000002,,,,0.167,0.833,same_client_same_part,2,1,0,2.01,,NO_DATA,,2025-06-08T01:07:00.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 2 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 2 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),47,47,,,,EMPIRICAL_BAYES_SHRINKAGE,0.5,
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1522567,RF output window,2024-12-12T11:30:00.000Z,2026-06-12T20:00:00.000Z,2,1,547,336.0416666666667,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,336.04,11.04,,336.0416666666667,,,,0.167,0.833,same_client_same_part,2,1,0,1.09,,NO_DATA,,2027-05-14T20:57:36.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,34,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 18 meses de cobertura (+8) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,34,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 18 meses de cobertura (+8) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),547,547,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
INC-156473,Instituto Nacional del Cáncer (INC),45133302612,"Gearbox and brake assembly, reargox",2024-12-26T22:35:00.000Z,2025-12-05T19:35:00.000Z,2,1,344,269.2583333333333,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,269.26,8.85,,269.2583333333333,,,,0.167,0.833,same_client_same_part,2,1,0,1.36,,NO_DATA,,2026-09-01T01:49:24.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 11 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 11 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),344,344,,,,EMPIRICAL_BAYES_SHRINKAGE,0.52,
Linac-109256,UC CHRISTUS - SCA,1534958,Leaf motor spares kit,2025-01-31T16:30:00.000Z,2026-01-13T21:55:00.000Z,2,1,347,155,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,155,5.09,,155,,,,0.167,0.833,same_client_same_part,2,1,0,2.36,,NO_DATA,,2026-06-17T21:55:00.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 11 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 11 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),347,347,,,,EMPIRICAL_BAYES_SHRINKAGE,0.65,
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1015076,"Cable, retractile, MLC (SK25BB–SK26B)",2025-03-27T14:21:00.000Z,2025-05-28T20:38:00.000Z,2,1,62,260.8833333333334,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,260.88,8.57,,260.8833333333334,,,,0.167,0.833,same_client_same_part,2,1,0,1.4,,NO_DATA,,2026-02-13T17:45:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 2 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 2 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),62,62,,,,EMPIRICAL_BAYES_SHRINKAGE,0.36,
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1015075,"Cable, retractile, MLC (SK25AA–SK26A)",2025-03-27T14:21:00.000Z,2025-05-28T20:38:00.000Z,2,1,62,245.85833333333335,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,245.86,8.08,,245.85833333333335,,,,0.167,0.833,same_client_same_part,2,1,0,1.49,,NO_DATA,,2026-01-29T17:16:24.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 2 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 2 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),62,62,,,,EMPIRICAL_BAYES_SHRINKAGE,0.36,
CLC-1,CLÍNICA LAS CONDES,1021309___1564281,"PCB ASSY, WEDGE CONTROL",2025-05-20T17:26:00.000Z,2025-09-09T16:50:00.000Z,2,1,112,225.61666666666667,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,225.62,7.41,,225.61666666666667,,,,0.167,0.833,same_client_same_part,2,1,0,1.62,,NO_DATA,,2026-04-23T07:42:48.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,26,Insuficiente,1 intervalo(s) válidos (+5) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 4 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,26,Insuficiente,1 intervalo(s) válidos (+5) | match por método débil (REF_LIKE) (+8) | asociación single (+12) | 4 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),112,112,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
CLC-1,CLÍNICA LAS CONDES,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2025-05-20T17:26:00.000Z,2025-06-05T22:41:00.000Z,2,1,16,172.625,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,172.63,5.67,,172.625,,,,0.167,0.833,same_client_same_part,2,1,0,2.12,,NO_DATA,,2025-11-25T13:48:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 1 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 1 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),16,16,,,,EMPIRICAL_BAYES_SHRINKAGE,0.5,
CLC-1,CLÍNICA LAS CONDES,1564169,"Kit, Luminus proj assy and PCB assy, LED control",2025-05-20T17:26:00.000Z,2025-06-16T23:38:00.000Z,2,1,27,89.81666666666666,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,89.82,2.95,,89.81666666666666,,,,0.167,0.833,same_client_same_part,2,1,0,4.07,,NO_DATA,,2025-09-14T19:18:48.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 1 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 1 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),27,27,,,,EMPIRICAL_BAYES_SHRINKAGE,0.5,
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1568178,SIB PCB,2025-06-25T12:30:00.000Z,2025-07-28T16:30:00.000Z,2,1,33,95.00000000000001,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,95,3.12,,95.00000000000001,,,,0.167,0.833,same_client_same_part,2,1,0,3.84,,NO_DATA,,2025-10-31T16:30:00.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 1 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 1 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),33,33,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564361,"Programmed PCB Assy, Router",2025-07-01T22:42:00.000Z,2026-05-16T15:44:00.000Z,2,1,319,184.78333333333333,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,184.78,6.07,,184.78333333333333,,,,0.167,0.833,same_client_same_part,2,1,0,1.98,,NO_DATA,,2026-11-17T10:27:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 10 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 10 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),319,319,,,,EMPIRICAL_BAYES_SHRINKAGE,1,
INC-156473,Instituto Nacional del Cáncer (INC),1557545,"Camera, DX9",2025-07-11T17:27:00.000Z,2025-07-15T19:35:00.000Z,2,1,4,111.48333333333333,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,111.48,3.66,,111.48333333333333,,,,0.167,0.833,same_client_same_part,2,1,0,3.28,,NO_DATA,,2025-11-04T07:06:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),4,4,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1022378,"DIODE ASSY, FRU",2025-08-19T14:00:00.000Z,2026-04-10T12:30:00.000Z,2,1,234,230.60833333333335,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,230.61,7.58,,230.60833333333335,,,,0.167,0.833,same_client_same_part,2,1,0,1.58,,NO_DATA,,2026-11-27T03:08:24.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 8 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 8 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),234,234,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1565836,"KIT, SPARES, DLG BRAKE",2025-08-12T15:30:00.000Z,2026-06-02T16:27:00.000Z,2,1,294,189.65,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,189.65,6.23,,189.65,,,,0.167,0.833,same_client_same_part,2,1,0,1.93,,NO_DATA,,2026-12-09T08:03:00.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 10 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 10 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),294,294,,,,EMPIRICAL_BAYES_SHRINKAGE,0,
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1549816,"PUMP, LOWARA-FRU",2025-08-29T19:00:00.000Z,2025-09-11T20:00:00.000Z,2,1,13,220.79166666666669,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,220.79,7.25,,220.79166666666669,,,,0.167,0.833,same_client_same_part,2,1,0,1.65,,NO_DATA,,2026-04-20T14:57:36.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),13,13,,,,EMPIRICAL_BAYES_SHRINKAGE,0.13,
Linac-109452,SERVICIO DE SALUD DE MAGALLANES,1531853,"Y and X-drive fine potentiometer （ DSHAPE ), Lateral and longitudinal",2025-10-10T18:30:00.000Z,2025-10-22T20:00:00.000Z,2,1,12,75.58333333333333,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,75.58,2.48,,75.58333333333333,,,,0.167,0.833,same_client_same_part,2,1,0,4.83,,NO_DATA,,2026-01-06T09:55:12.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 0 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),12,12,,,,EMPIRICAL_BAYES_SHRINKAGE,0.13,
Linac-109452,SERVICIO DE SALUD DE MAGALLANES,1531790,"X, Y check or coarse potentiometer (D SHAPE), lateral o longitudinal",2025-10-22T20:00:00.000Z,2025-10-22T20:00:00.000Z,2,0,,,NONE,INSUFFICIENT_DATA,Sin eventos observados para esta combinación.,,,,,,,,,,,2,0,0,,,NO_DATA,,,INSUFFICIENT_DATA,NO_MANUFACTURER_DATA,10,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+4) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,INSUFFICIENT_DATA,10,Insuficiente,0 intervalo(s) válidos (+0) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | sin cobertura calculable (+4) | sin intervalos suficientes (+0) | sin cohorte disponible (+0) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo INSUFFICIENT_DATA (+0) | n=0 intervalos (<10) (-10) | n=0 intervalos (<3) (-20),,,,,,NONE,0.25,
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1565835,"KIT, SPARES, DIAPHRAGM BRAKE",2025-11-07T21:42:00.000Z,2026-06-02T16:27:00.000Z,2,1,207,149.26666666666665,EMPIRICAL_BAYES_SHRINKAGE,LOW_N_SHRINKAGE,Combina 17% de historial propio (n=1) y 83% de historial de cohorte (same_client_same_part).,149.27,4.9,,149.26666666666665,,,,0.167,0.833,same_client_same_part,2,1,0,2.45,,NO_DATA,,2026-10-29T22:55:48.000Z,LOW_N_SHRINKAGE,NO_MANUFACTURER_DATA,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 7 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),,LOW_N_SHRINKAGE,30,Insuficiente,1 intervalo(s) válidos (+5) | match exacto/alias (REF_EXACT) (+12) | asociación single (+12) | 7 meses de cobertura (+4) | sin intervalos suficientes (+0) | hay estimación de cohorte disponible (+12) | hay datos de uso/contrato/horario (+8) | Weibull no evaluado (n insuficiente) (+4) | estimación de tipo LOW_N_SHRINKAGE (+3) | n=1 intervalos (<10) (-10) | n=1 intervalos (<3) (-20),207,207,,,,EMPIRICAL_BAYES_SHRINKAGE,0.5,
