ticket_custom_field_id,zendesk_ticket_id,field_id,field_value,extracted_at
39|50338094524571,39,50338094524571,,2026-08-06T07:59:40.903Z
39|51536708125979,39,51536708125979,,2026-08-06T07:59:40.903Z
39|53413823625115,39,53413823625115,,2026-08-06T07:59:40.903Z
39|53413857466651,39,53413857466651,,2026-08-06T07:59:40.903Z
39|53413889889179,39,53413889889179,,2026-08-06T07:59:40.903Z
39|53413889909659,39,53413889909659,,2026-08-06T07:59:40.903Z
39|53413906451867,39,53413906451867,,2026-08-06T07:59:40.903Z
39|53413906511387,39,53413906511387,,2026-08-06T07:59:40.903Z
63|22950764862363,63,22950764862363,,2026-08-06T07:59:40.903Z
63|22951106310811,63,22951106310811,monaco_sim,2026-08-06T07:59:40.903Z
63|22986688179995,63,22986688179995,no,2026-08-06T07:59:40.903Z
63|23570126394907,63,23570126394907,fco,2026-08-06T07:59:40.903Z
63|34267608050075,63,34267608050075,,2026-08-06T07:59:40.903Z
63|39065204608155,63,39065204608155,,2026-08-06T07:59:40.903Z
63|40011436329115,63,40011436329115,,2026-08-06T07:59:40.903Z
63|43011722643739,63,43011722643739,,2026-08-06T07:59:40.903Z
63|43806479792155,63,43806479792155,,2026-08-06T07:59:40.903Z
63|43806495652507,63,43806495652507,,2026-08-06T07:59:40.903Z
63|46198959369371,63,46198959369371,,2026-08-06T07:59:40.903Z
63|46199043039259,63,46199043039259,,2026-08-06T07:59:40.903Z
63|49468052627483,63,49468052627483,,2026-08-06T07:59:40.903Z
63|50338064550299,63,50338064550299,,2026-08-06T07:59:40.903Z
63|50338094524571,63,50338094524571,,2026-08-06T07:59:40.903Z
63|51536708125979,63,51536708125979,,2026-08-06T07:59:40.903Z
63|53413823625115,63,53413823625115,,2026-08-06T07:59:40.903Z
63|53413857466651,63,53413857466651,,2026-08-06T07:59:40.903Z
63|53413889889179,63,53413889889179,,2026-08-06T07:59:40.903Z
63|53413889909659,63,53413889909659,,2026-08-06T07:59:40.903Z
63|53413906451867,63,53413906451867,,2026-08-06T07:59:40.903Z
63|53413906511387,63,53413906511387,,2026-08-06T07:59:40.903Z
60|22950764862363,60,22950764862363,,2026-08-06T07:59:40.903Z
60|22951106310811,60,22951106310811,monaco_tps,2026-08-06T07:59:40.903Z
60|22986688179995,60,22986688179995,no,2026-08-06T07:59:40.903Z
60|23570126394907,60,23570126394907,problema,2026-08-06T07:59:40.903Z
60|34267608050075,60,34267608050075,,2026-08-06T07:59:40.903Z
60|39065204608155,60,39065204608155,,2026-08-06T07:59:40.903Z
60|40011436329115,60,40011436329115,,2026-08-06T07:59:40.903Z
60|43011722643739,60,43011722643739,,2026-08-06T07:59:40.903Z
60|43806479792155,60,43806479792155,,2026-08-06T07:59:40.903Z
60|43806495652507,60,43806495652507,,2026-08-06T07:59:40.903Z
60|46198959369371,60,46198959369371,,2026-08-06T07:59:40.903Z
60|46199043039259,60,46199043039259,,2026-08-06T07:59:40.903Z
60|49468052627483,60,49468052627483,,2026-08-06T07:59:40.903Z
60|50338064550299,60,50338064550299,,2026-08-06T07:59:40.903Z
60|50338094524571,60,50338094524571,,2026-08-06T07:59:40.903Z
60|51536708125979,60,51536708125979,,2026-08-06T07:59:40.903Z
60|53413823625115,60,53413823625115,,2026-08-06T07:59:40.903Z
60|53413857466651,60,53413857466651,,2026-08-06T07:59:40.903Z
60|53413889889179,60,53413889889179,,2026-08-06T07:59:40.903Z
60|53413889909659,60,53413889909659,,2026-08-06T07:59:40.903Z
60|53413906451867,60,53413906451867,,2026-08-06T07:59:40.903Z
60|53413906511387,60,53413906511387,,2026-08-06T07:59:40.903Z
67|22950764862363,67,22950764862363,,2026-08-06T07:59:40.903Z
67|22951106310811,67,22951106310811,mosaiq_server,2026-08-06T07:59:40.903Z
67|22986688179995,67,22986688179995,,2026-08-06T07:59:40.903Z
67|23570126394907,67,23570126394907,problema,2026-08-06T07:59:40.903Z
67|34267608050075,67,34267608050075,,2026-08-06T07:59:40.903Z
67|39065204608155,67,39065204608155,,2026-08-06T07:59:40.903Z
67|40011436329115,67,40011436329115,,2026-08-06T07:59:40.903Z
67|43011722643739,67,43011722643739,,2026-08-06T07:59:40.903Z
67|43806479792155,67,43806479792155,,2026-08-06T07:59:40.903Z
67|43806495652507,67,43806495652507,,2026-08-06T07:59:40.903Z
67|46198959369371,67,46198959369371,,2026-08-06T07:59:40.903Z
67|46199043039259,67,46199043039259,,2026-08-06T07:59:40.903Z
67|49468052627483,67,49468052627483,,2026-08-06T07:59:40.903Z
67|50338064550299,67,50338064550299,,2026-08-06T07:59:40.903Z
67|50338094524571,67,50338094524571,,2026-08-06T07:59:40.903Z
67|51536708125979,67,51536708125979,,2026-08-06T07:59:40.903Z
67|53413823625115,67,53413823625115,,2026-08-06T07:59:40.903Z
67|53413857466651,67,53413857466651,,2026-08-06T07:59:40.903Z
67|53413889889179,67,53413889889179,,2026-08-06T07:59:40.903Z
67|53413889909659,67,53413889909659,,2026-08-06T07:59:40.903Z
67|53413906451867,67,53413906451867,,2026-08-06T07:59:40.903Z
67|53413906511387,67,53413906511387,,2026-08-06T07:59:40.903Z
74|22950764862363,74,22950764862363,,2026-08-06T07:59:40.903Z
74|22951106310811,74,22951106310811,acelerador_lineal,2026-08-06T07:59:40.903Z
74|22986688179995,74,22986688179995,no,2026-08-06T07:59:40.903Z
74|23570126394907,74,23570126394907,problema,2026-08-06T07:59:40.903Z
74|34267608050075,74,34267608050075,,2026-08-06T07:59:40.903Z
74|39065204608155,74,39065204608155,,2026-08-06T07:59:40.903Z
74|40011436329115,74,40011436329115,,2026-08-06T07:59:40.903Z
74|43011722643739,74,43011722643739,,2026-08-06T07:59:40.903Z
74|43806479792155,74,43806479792155,,2026-08-06T07:59:40.903Z
74|43806495652507,74,43806495652507,,2026-08-06T07:59:40.903Z
74|46198959369371,74,46198959369371,,2026-08-06T07:59:40.903Z
