lifecycle_event_id,fieldbeat_task_id,event_date,client_key,client_name,equipment_internal_id,equipment_uuid,task_type,task_state,technician_names,linked_zendesk_ticket_id,used_part_id,raw_part_identifier,part_name,quantity,dolibarr_product_id,dolibarr_ref,dolibarr_label,match_status,match_method,match_confidence,replacement_event_inferred,event_type_inferred,task_equipment_count,association_confidence_score,association_confidence_label,association_confidence_factors,after_hours_minutes,business_minutes,calculation_status,calculation_notes
110_Linac-154325_110|2|0|No hay,110,2018-11-16T17:30:19.008Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,110|2|0|No hay,No hay,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,110,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
107_TPS-FALP_107|2|0|N/A,107,2018-11-15T15:30:23.862Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,TPS-FALP,,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,,107|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
101_Linac-105277_101|2|0|Varta 3.6 vdc 150mAh,101,2018-11-13T11:00:23.689Z,FIELD_BEAT_CLIENT|76.105.383-3|TORRE MÉDICA - RANCAGUA,TORRE MÉDICA - RANCAGUA,Linac-105277,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,101|2|0|Varta 3.6 vdc 150mAh,Varta 3.6 vdc 150mAh,Bateria LCD Dose,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),30,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
223_Linac-154325_223|2|0|nc,223,2019-03-09T11:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,223|2|0|nc,nc,nc,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
224_Linac-153935_224|2|0|1510260R,224,2019-03-08T20:00:10.881Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,224|2|0|1510260R,1510260R,KV Detector Panel,,10703,1510260R,KV Detector Panel,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),60,60,OK,
229_NOEQUIP_229|2|0|sn,229,2019-03-08T21:30:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,229|2|0|sn,sn,nc,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),240,0,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
230_Linac-153038_230|2|0|4513 330 8790,230,2019-03-11T12:10:18.063Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,230|2|0|4513 330 8790,4513 330 8790,Transformador del Gun,,10970,45133308790,TRANSFORMADOR GUN,MATCHED,REF_NORMALIZED_EXACT,0.85,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_NORMALIZED_EXACT),0,120,OK,
233_Linac-151238_233|2|0|NC,233,2019-03-13T15:50:09.131Z,FIELD_BEAT_CLIENT|79.560.900-8|RADIO NUCLEAR,RADIO NUCLEAR,Linac-151238,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,233|2|0|NC,NC,NC,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
234_Linac-153935_234|2|0|1502613,234,2019-03-14T20:30:00.000Z,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,234|2|0|1502613,1502613,laser ODI lamp,,10994,1502613,Laser ODI Spares Kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),30,60,OK,
228_NOEQUIP_228|2|0|sn,228,2019-03-08T17:00:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,,,PREVENTIVA PROGRAMADA,FINISHED,raguila,,228|2|0|sn,sn,nc,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,270,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
232_Linac-201110_232|2|0|No hay.,232,2019-03-09T03:25:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,232|2|0|No hay.,No hay.,Fusible 3 Amperes,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
209_Linac-105277_209|2|0|1007897,209,2019-02-21T18:00:00.000Z,FIELD_BEAT_CLIENT|76.105.383-3|TORRE MÉDICA - RANCAGUA,TORRE MÉDICA - RANCAGUA,Linac-105277,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,209|2|0|1007897,1007897,"Spare Kit, cathode filament carrier assy.  ",,10784,1007897,"Spare Kit, Cathode filament carrier assy",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
225_Linac-153935_225|2|0|1510260R,225,2019-03-09T11:30:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,225|2|0|1510260R,1510260R,KV Detector Panel (XVI),,10703,1510260R,KV Detector Panel,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
240_NOEQUIP_240|2|0|NC,240,2019-03-21T17:00:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,240|2|0|NC,NC,NC,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
242_Linac-154325_242|2|0|No hay.,242,2019-03-24T15:02:00.000Z,FIELD_BEAT_CLIENT||HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,242|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),150,0,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
245_Linac-152171_245|2|0|4513316484002R,245,2019-03-27T11:30:35.128Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-152171,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,245|2|0|4513316484002R,4513316484002R,Fusible de 10 amp,,11977,4513316484002R,"Filter, tubular, low",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
235_Linac-153038_235|2|0|1016476,235,2019-03-16T11:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,235|2|0|1016476,1016476,4 Motores agility,,10913,1016476,Leaf motor spares kit,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
236_Linac-201110_236|3|0|1502964,236,2019-03-15T22:00:15.672Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,236|3|0|1502964,1502964,Kit de luz de campo LED,,10892,1502964,"SPARES KIT,LED FIELD LAMP",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
236_Linac-201110_236|2|0|45133326854,236,2019-03-15T22:00:15.672Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,236|2|0|45133326854,45133326854,mylar,,,,,AMBIGUOUS_MATCH,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,40,Baja,task con 1 solo equipo asociado | match Dolibarr ambiguo (múltiples candidatos),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=AMBIGUOUS_MATCH) - excluido del cálculo de intervalos
239_NOEQUIP_239|2|0|NC,239,2019-03-20T23:01:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,239|2|0|NC,NC,NC,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),151,0,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
241_NOEQUIP_241|2|0|,241,2019-03-19T18:10:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,241|2|0|,,Fuente de Poder Bonbas Ionicas,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,80,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
246_APOTECA-CHEMO_246|2|0|NC,246,2019-03-27T16:00:15.401Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PREVENTIVA PROGRAMADA,FINISHED,jecheverria,,246|2|0|NC,NC,"Alcohol toallas de.limpieza espuma de.limpieza, buzos de limpieza.",,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,173,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
248_Linac-201073_248|2|0|No hay.,248,2019-03-29T15:00:00.000Z,FIELD_BEAT_CLIENT|96.606.750-0|CLÍNICA ALEMANA DE TEMUCO,CLÍNICA ALEMANA DE TEMUCO,Linac-201073,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,248|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,300,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
254_Linac-152171_254|2|0|12P754WZ058,254,2019-04-05T16:00:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-152171,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,254|2|0|12P754WZ058,12P754WZ058,Valvula motora circuito interno de agua,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,150,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
256_NOEQUIP_256|2|0|nc,256,2019-04-05T20:45:00.000Z,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,UC CHRISTUS - CECA,,,PREVENTIVA PROGRAMADA,FINISHED,jecheverria,,256|2|0|nc,nc,nc,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),96,45,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
247_APOTECA-CHEMO_247|2|0|N/C,247,2019-03-28T12:00:45.265Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,APOTECA-CHEMO,,PUESTA EN MARCHA,FINISHED,jecheverria,,247|2|0|N/C,N/C,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,240,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
250_Linac-201172_250|2|0|13289,250,2019-03-29T18:00:00.000Z,FIELD_BEAT_CLIENT||INRAD,INRAD,Linac-201172,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,250|2|0|13289,13289,Ampolleta Halogena 13.8v 50W,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,160,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
252_Linac-153038_252|3|0|1010848,252,2019-04-02T15:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,252|3|0|1010848,1010848,Espejo Mylar,,11037,1010848,"Mirror assembly, optics (Agility)",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
252_Linac-153038_252|5|0|1507089,252,2019-04-02T15:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,252|5|0|1507089,1507089,PCB Router,,11644,1507089,"Programmed PCB Assy, Router",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
252_Linac-153038_252|4|0|45133501070,252,2019-04-02T15:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,252|4|0|45133501070,45133501070,Pendant - Handheld Controller,,10566,45133501070,HANDHELD CONTROLLER,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
252_Linac-153038_252|2|0|1018559,252,2019-04-02T15:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,252|2|0|1018559,1018559,4 Ventiladores para Bancos de Láminas.,,10724,1018559,"ASSY, BRACKET & FAN",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
252_Linac-153038_252|6|0|1538489,252,2019-04-02T15:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,252|6|0|1538489,1538489,Diaphragms PCB,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
255_NOEQUIP_255|2|0|No hay,255,2019-04-05T17:00:00.000Z,FIELD_BEAT_CLIENT||CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,255|2|0|No hay,No hay,Grasa EP2,,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,265,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
260_Linac-154325_260|2|0|No hay.,260,2019-04-08T21:00:12.157Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,260|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,3,11,Insuficiente,task con 3 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),30,90,OK,la task tiene 3 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
260_TPS-HCVB_260|2|0|No hay.,260,2019-04-08T21:00:12.157Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),TPS-HCVB,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,260|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,3,11,Insuficiente,task con 3 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),30,90,OK,la task tiene 3 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
260_OIS-HCVB_260|2|0|No hay.,260,2019-04-08T21:00:12.157Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),OIS-HCVB,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,260|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,3,11,Insuficiente,task con 3 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),30,90,OK,la task tiene 3 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
267_Linac-153038_267|2|0|No hay.,267,2019-04-13T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,267|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
268_NOEQUIP_268|2|0|No hay.,268,2019-04-13T19:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,268|2|0|No hay.,No hay.,No hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),70,0,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
257_Linac-153038_257|4|0|R1510260,257,2019-04-06T10:30:00.000Z,FIELD_BEAT_CLIENT||FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA PROGRAMADA,FINISHED,scarcamo,,257|4|0|R1510260,R1510260,Panel XVI,,11815,R1510260,KV Detector Panel,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
259_Linac-154325_259|2|0|4513 330 5658,259,2019-04-08T10:30:40.143Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,259|2|0|4513 330 5658,4513 330 5658,Multiplex Terminal Unit (MTU).  N/S 2115995,,11864,45133305658_usado,Multiplex terminal unit (MTU),MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),75,0,OK,
264_Linac-153935_264|2|0|No hay.,264,2019-04-09T19:50:00.000Z,FIELD_BEAT_CLIENT||UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,264|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
265_Linac-154325_265|2|0|821321900352,265,2019-04-10T13:30:05.338Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,265|2|0|821321900352,821321900352,Fusible 10 amp.,,11061,821321900352,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),0,120,OK,
266_Linac-151673_266|2|0|1016474,266,2019-04-12T19:00:42.452Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-151673,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,266|2|0|1016474,1016474,Frenos de DLG,,11873,1016474_usado,"KIT, SPARES, DLG BRAKE",MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,1,85,Alta,task con 1 solo equipo asociado | match Dolibarr por método débil (REF_LIKE),0,120,OK,
