lifecycle_event_id,fieldbeat_task_id,event_date,client_key,client_name,equipment_internal_id,equipment_uuid,task_type,task_state,technician_names,linked_zendesk_ticket_id,used_part_id,raw_part_identifier,part_name,quantity,dolibarr_product_id,dolibarr_ref,dolibarr_label,match_status,match_method,match_confidence,replacement_event_inferred,event_type_inferred,task_equipment_count,association_confidence_score,association_confidence_label,association_confidence_factors,after_hours_minutes,business_minutes,calculation_status,calculation_notes
32_TPS-FALP_32|3|0|647907-B21,32,2018-09-01T11:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,TPS-FALP,,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,,32|3|0|647907-B21,647907-B21,HP 4GB 2RX8 PC3L-10600E MEMORY MODULE (1X4GB),,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,2,11,Insuficiente,task con 2 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),240,0,OK,la task tiene 2 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
32_TPS-FALP_32|2|0|C7975A,32,2018-09-01T11:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,TPS-FALP,,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,,32|2|0|C7975A,C7975A,HPE Ultrium LTO-5 3TB RW Data Tape,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,2,11,Insuficiente,task con 2 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),240,0,OK,la task tiene 2 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
32_OIS-FALP_32|3|0|647907-B21,32,2018-09-01T11:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,OIS-FALP,,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,,32|3|0|647907-B21,647907-B21,HP 4GB 2RX8 PC3L-10600E MEMORY MODULE (1X4GB),,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,2,11,Insuficiente,task con 2 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),240,0,OK,la task tiene 2 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
32_OIS-FALP_32|2|0|C7975A,32,2018-09-01T11:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,OIS-FALP,,CORRECTIVA PROGRAMADA,FINISHED,rcammalleri,,32|2|0|C7975A,C7975A,HPE Ultrium LTO-5 3TB RW Data Tape,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,2,11,Insuficiente,task con 2 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),240,0,OK,la task tiene 2 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
30_PANASONIC-ISP_30|2|0|no hay,30,2018-09-05T12:30:00.000Z,FIELD_BEAT_CLIENT|61.605.000-1|INSTITUTO DE SALUD PUBLICA (ISP),INSTITUTO DE SALUD PUBLICA (ISP),PANASONIC-ISP,,PREVENTIVA PROGRAMADA,FINISHED,jecheverria,,30|2|0|no hay,no hay,insumos WD40 y Limpia contacto y elementos de limpieza de optica.,,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,240,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
99_Linac-201172_99|2|0|No hay.,99,2018-11-09T13:00:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,INRAD,Linac-201172,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,99|2|0|No hay.,No hay.,"Grasa EP2, aceite liviano y paños limpieza.",,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,180,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
95_Linac-201172_95|2|0|4513 331 8864,95,2018-11-06T12:00:00.000Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,INRAD,Linac-201172,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,95|2|0|4513 331 8864,4513 331 8864,Potenciometro Check,,10981,45133318864,"RV8 xxx X,Y,ISO CHECK & COARSE",MATCHED,REF_NORMALIZED_EXACT,0.85,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_NORMALIZED_EXACT),0,120,OK,
93_Linac-201110_93|2|0|No hay.,93,2018-11-06T11:30:43.294Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,93|2|0|No hay.,No hay.,"Limpiacontacto, paños de limpieza y grasa EP2.",,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,240,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
9_2286_9|2|0|No hay,9,2018-08-21T15:45:37.976Z,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,EYG MEDICAL SYSTEMS LTDA.,2286,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,9|2|0|No hay,No hay,No hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
88_Linac-201110_88|2|0|No hay.,88,2018-10-29T14:25:18.838Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,88|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
84_Linac-151673_84|2|0|1505720,84,2018-10-24T20:15:53.923Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-151673,,CORRECTIVA PROGRAMADA,FINISHED,jecheverria,,84|2|0|1505720,1505720,PCB Detector Control Board (DCB),,10393,1505720,"MV, DCB, PROGRAMED",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),46,74,OK,
82_Linac-153935_82|2|0|,82,2018-10-23T20:30:09.505Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,82|2|0|,,4 Nueces-Tornillos-Motor,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),60,60,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
80_Linac-153935_80|2|0|No hay.,80,2018-10-22T18:00:04.334Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,80|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
79_Linac-151673_79|2|0|N/A,79,2018-10-22T15:30:00.000Z,FIELD_BEAT_CLIENT||CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-151673,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,79|2|0|N/A,N/A,no hay,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
77_Linac-151673_77|2|0|No hay,77,2018-10-18T15:00:50.247Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-151673,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,77|2|0|No hay,No hay,No hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
75_153038_75|2|0|no aplica,75,2018-10-17T10:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,153038,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,75|2|0|no aplica,no aplica,no aplica,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),60,60,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
73_OIS-FALP_73|2|0|N/A,73,2018-10-13T14:00:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,OIS-FALP,,PREVENTIVA PROGRAMADA,FINISHED,rcammalleri,,73|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),240,0,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
7_2286_7|2|0|100000001,7,2018-08-21T11:48:30.998Z,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,EYG MEDICAL SYSTEMS LTDA.,2286,,CORRECTIVA NO PROGRAMADA,FINISHED,scarcamo,,7|2|0|100000001,100000001,barros luco,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),60,0,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
68_Linac-154325_68|2|0|T21321900352,68,2018-10-09T11:00:10.316Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,68|2|0|T21321900352,T21321900352,fusible de retardo 10 amp.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),30,150,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
66_Linac-153038_66|2|0|1526647,66,2018-10-03T21:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,PREVENTIVA PROGRAMADA,FINISHED,scarcamo,,66|2|0|1526647,1526647,DLG PCB,,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),240,0,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
64_Linac-154325_64|2|0|No hay.,64,2018-10-02T12:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,64|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),80,30,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
60_OIS-FALP_60|2|0|N/A,60,2018-09-28T11:40:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,OIS-FALP,,ASISTENCIA REMOTA,FINISHED,rcammalleri,,60|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,75,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
57_Linac-154325_57|2|0|No hay.,57,2018-09-20T12:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,57|2|0|No hay.,No hay.,No hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),60,90,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
48_Linac-153935_48|2|0|SN,48,2018-10-19T21:00:00.000Z,FIELD_BEAT_CLIENT|81.698.900-0|UC CHRISTUS - CECA,UC CHRISTUS - CECA,Linac-153935,,PREVENTIVA PROGRAMADA,FINISHED,jecheverria,,48|2|0|SN,SN,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,PREVENTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),240,0,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
46_Linac-152171_46|2|0|1023530,46,2018-09-28T19:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-152171,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,46|2|0|1023530,1023530,Arm control board.,,10389,1023530,ARM CONTROL BOARD (ACB) - IViEWGT,MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),30,150,OK,
42_OIS-HCVB_42|2|0|N/A,42,2018-09-13T13:00:39.648Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),OIS-HCVB,,INSTALACION - INTEGRACION,FINISHED,rcammalleri,,42|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),30,510,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
40_NOEQUIP_40|2|0|N/A,40,2018-09-06T12:30:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,ASISTENCIA REMOTA,FINISHED,rcammalleri,,40|2|0|N/A,N/A,N/A,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,false,UNKNOWN,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,35,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
39_NOEQUIP_39|2|0|1006737,39,2018-09-05T21:52:00.000Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,39|2|0|1006737,1006737,PCB SIB,,12071,1006737_usado,SIB PCB,MATCHED,REF_LIKE,0.5,true,CORRECTIVE_REPLACEMENT_LIKELY,0,17,Insuficiente,task sin equipo asociado | match Dolibarr por método débil (REF_LIKE),60,60,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments
35_Linac-201172_35|2|0|No hay.,35,2018-09-04T17:50:26.966Z,FIELD_BEAT_CLIENT|96.757.430-9|INRAD,INRAD,Linac-201172,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,35|2|0|No hay.,No hay.,No Hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
33_Linac-154325_33|2|0|821321900352,33,2018-09-02T17:00:00.000Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA PROGRAMADA,FINISHED,mreyes,,33|2|0|821321900352,821321900352,"Fuse 10A 32 Vac, time delay, glass cartridge 32mm x 6,3 mm (FS32E).",,11061,821321900352,"Fuse, 10A 32 VAC, time delay, glass cartridge 32 mm x 6.3mm (FS32E)",MATCHED,REF_EXACT,1,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),120,0,OK,
29_OIS-HCVB_29|2|0|No hay,29,2018-08-30T11:30:08.752Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),OIS-HCVB,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,29|2|0|No hay,No hay,"Amarras plásticas.
Enchufes machos.
Huincha aisladora.",,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,2,11,Insuficiente,task con 2 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),0,240,OK,la task tiene 2 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
29_TPS-HCVB_29|2|0|No hay,29,2018-08-30T11:30:08.752Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),TPS-HCVB,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,29|2|0|No hay,No hay,"Amarras plásticas.
Enchufes machos.
Huincha aisladora.",,,,,NO_MATCH,NONE,0,true,PREVENTIVE_REPLACEMENT_LIKELY,2,11,Insuficiente,task con 2 equipos asociados (no hay certeza de a cuál corresponde el repuesto) | sin match Dolibarr confiable (NO_MATCH),0,240,OK,la task tiene 2 equipos asociados - no hay certeza de a cuál corresponde este repuesto | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
23_NOEQUIP_23|2|0|None,23,2018-08-23T21:00:00.000Z,FIELD_BEAT_CLIENT||Test,Test,,,ASISTENCIA REMOTA,FINISHED,rcammalleri,,23|2|0|None,None,None,,,,,NO_MATCH,NONE,0,false,UNKNOWN,0,4,Insuficiente,task sin equipo asociado | sin match Dolibarr confiable (NO_MATCH),28,32,MISSING_EQUIPMENT,la task no tiene equipo asociado en fieldbeat_task_equipments | repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
"222_Linac-201110_222|2|0|Relay sin numero.

Magnetron MG5193",222,2019-03-07T20:00:10.652Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,"222|2|0|Relay sin numero.

Magnetron MG5193","Relay sin numero.

Magnetron MG5193","Relay de 24 Vdc.

Magnetron e2V Teledyne  Número serie 18351056C",,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),30,90,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
220_Linac-151238_220|2|0|---,220,2019-03-06T17:30:23.079Z,FIELD_BEAT_CLIENT|79.560.900-8|RADIO NUCLEAR,RADIO NUCLEAR,Linac-151238,,CORRECTIVA NO PROGRAMADA,FINISHED,jecheverria,,220|2|0|---,---,N/C,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,125,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
217_Linac-152280_217|2|0|,217,2019-03-05T18:45:00.000Z,FIELD_BEAT_CLIENT||SERVICIO DE SALUD DE MAGALLANES,SERVICIO DE SALUD DE MAGALLANES,Linac-152280,,CORRECTIVA PROGRAMADA,FINISHED,raguila,,217|2|0|,,Ampolleta Halogen 12V / 75w,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),0,120,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
215_Linac-154325_215|2|0|No hay.,215,2019-03-04T10:30:07.680Z,FIELD_BEAT_CLIENT|61.606.500-9|HOSPITAL CARLOS VAN BUREN (SSVSA),HOSPITAL CARLOS VAN BUREN (SSVSA),Linac-154325,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,215|2|0|No hay.,No hay.,No hay,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),110,25,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
213_Linac-153038_213|2|0|no aplica,213,2019-03-02T10:50:31.788Z,FIELD_BEAT_CLIENT|70377400-8|FUNDACION ARTURO LOPEZ PEREZ,FUNDACION ARTURO LOPEZ PEREZ,Linac-153038,,CORRECTIVA PROGRAMADA,FINISHED,glopez,,213|2|0|no aplica,no aplica,no hay,,,,,PLACEHOLDER_VALUE,PLACEHOLDER_REJECTED,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (PLACEHOLDER_VALUE),120,0,OK,repuesto sin match confiable en Dolibarr (match_status=PLACEHOLDER_VALUE) - excluido del cálculo de intervalos
211_Linac-201110_211|2|0|9239 315 18204,211,2019-02-25T19:50:00.000Z,FIELD_BEAT_CLIENT|76.746.730-3|CLÍNICA SANATORIO ALEMÁN (ONCORAD),CLÍNICA SANATORIO ALEMÁN (ONCORAD),Linac-201110,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,211|2|0|9239 315 18204,9239 315 18204,Projector halogen bulb,,11448,923931518204,AMPOLLETA MLC TYPE 13289,MATCHED,REF_NORMALIZED_EXACT,0.85,true,CORRECTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_NORMALIZED_EXACT),20,100,OK,
21_2286_21|2|0|no hsy,21,2018-08-23T20:26:48.361Z,FIELD_BEAT_CLIENT|76089058-8|EYG MEDICAL SYSTEMS LTDA.,EYG MEDICAL SYSTEMS LTDA.,2286,,ASISTENCIA REMOTA,FINISHED,mreyes,,21|2|0|no hsy,no hsy,no hsy,,,,,NO_MATCH,NONE,0,false,UNKNOWN,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,15,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
205_Linac-152171_205|2|0|45133165177,205,2019-02-22T16:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-152171,,PREVENTIVA PROGRAMADA,FINISHED,mreyes,,205|2|0|45133165177,45133165177,"Thyratron e2v. CX1154L  Teledyne

S/N 39855",,10716,45133165177,THYRATRON e2v CX1154L,MATCHED,REF_EXACT,1,true,PREVENTIVE_REPLACEMENT_LIKELY,1,100,Alta,task con 1 solo equipo asociado | match Dolibarr exacto/alias (REF_EXACT),30,330,OK,
203_Linac-152171_203|2|0|No hay.,203,2019-02-18T12:00:00.000Z,FIELD_BEAT_CLIENT|96.770.100-9|CLINICA ALEMANA DE SANTIAGO,CLINICA ALEMANA DE SANTIAGO,Linac-152171,,CORRECTIVA NO PROGRAMADA,FINISHED,mreyes,,203|2|0|No hay.,No hay.,No Hay.,,,,,NO_MATCH,NONE,0,true,CORRECTIVE_REPLACEMENT_LIKELY,1,20,Insuficiente,task con 1 solo equipo asociado | sin match Dolibarr confiable (NO_MATCH),0,155,OK,repuesto sin match confiable en Dolibarr (match_status=NO_MATCH) - excluido del cálculo de intervalos
