equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,previous_event_date,current_event_date,interval_days,interval_months,previous_fieldbeat_task_id,current_fieldbeat_task_id,event_count_for_machine_part,association_confidence_score,match_confidence,interval_confidence_score,interval_confidence_label,interval_confidence_factors,interval_status
INC-156473,Instituto Nacional del Cáncer (INC),1534958,Leaf motor spares kit,2025-10-17T20:02:00.000Z,2026-02-26T21:01:00.000Z,132,4.34,3345,3555,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1534014,"Kit, Enhanced, Agility Guide Lubrication",,2024-10-19T20:30:00.000Z,,,,2695,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2024-10-21T12:40:00.000Z,2024-12-07T22:43:00.000Z,47,1.56,2696,2776,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1516727,Kit Beam MU Dose Monitoring BMDM,,2024-10-21T13:57:00.000Z,,,,2697,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",,2024-10-23T11:32:00.000Z,,,,2698,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1565836,"KIT, SPARES, DLG BRAKE",,2024-11-06T21:31:00.000Z,,,,2716,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1014474,Cable Assy sw1/sw2 T,,2024-11-14T21:35:00.000Z,,,,2731,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1018459,Microswitch with lever,,2024-11-19T21:03:00.000Z,,,,2737,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1531790,"X, Y check or coarse potentiometer (D SHAPE), lateral o longitudinal",,2024-11-26T00:00:00.000Z,,,,2748,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1507972,"PCB assy ODI,Voltage Regulator PCB Assy",,2024-11-29T17:00:00.000Z,,,,2763,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564169,"Kit, Luminus proj assy and PCB assy, LED control",2024-12-07T22:43:00.000Z,2026-02-25T20:09:00.000Z,445,14.62,2776,3552,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564169,"Kit, Luminus proj assy and PCB assy, LED control",2026-02-25T20:09:00.000Z,2026-05-16T15:44:00.000Z,80,2.62,3552,3705,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1522567,RF output window,2024-12-12T11:30:00.000Z,2026-06-12T20:00:00.000Z,547,17.98,2789,3759,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,45133502026_usado,X-ray tube (MR),,2024-12-21T11:00:00.000Z,,,,2796,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1564298,Diaphragm/DLG PCB,2024-12-23T21:20:00.000Z,2025-03-21T14:24:00.000Z,88,2.88,2802,2950,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1564298,Diaphragm/DLG PCB,2025-03-21T14:24:00.000Z,2026-02-09T13:12:00.000Z,325,10.68,2950,3523,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1564298,Diaphragm/DLG PCB,2026-02-09T13:12:00.000Z,2026-06-05T21:04:00.000Z,116,3.82,3523,3740,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2024-12-26T22:35:00.000Z,2025-07-11T18:38:00.000Z,197,6.47,2804,3179,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2025-07-11T18:38:00.000Z,2025-07-17T16:16:00.000Z,6,0.19,3179,3190,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2025-07-17T16:16:00.000Z,2025-12-05T19:35:00.000Z,141,4.64,3190,3420,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2025-12-05T19:35:00.000Z,2025-12-31T16:59:00.000Z,26,0.85,3420,3449,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2025-12-31T16:59:00.000Z,2026-01-02T21:30:00.000Z,2,0.07,3449,3451,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2026-01-02T21:30:00.000Z,2026-02-18T14:16:00.000Z,47,1.53,3451,3540,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1541718,"FRU, Pancake Motor Assembly",2026-02-18T14:16:00.000Z,2026-03-27T12:05:00.000Z,37,1.21,3540,3617,8,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),45133302612,"Gearbox and brake assembly, reargox",2024-12-26T22:35:00.000Z,2025-12-05T19:35:00.000Z,344,11.3,2804,3420,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1565768,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",,2024-12-30T21:52:00.000Z,,,,2807,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1564361,"Programmed PCB Assy, Router",,2024-12-30T21:52:00.000Z,,,,2807,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1005032,Signal Condition PCB (SCC-RHA-Rev. 01),,2025-01-13T20:53:00.000Z,,,,2824,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1005033,Signal Condition PCB (RHCA-B),,2025-01-13T20:53:00.000Z,,,,2824,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1022378,"DIODE ASSY, FRU",,2025-01-13T16:00:00.000Z,,,,2825,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1548845,"ASSEMBLY, X-RAY TUBE VAREX",,2025-01-17T17:52:00.000Z,,,,2834,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,351372700257X,Module Semikron SKRC,,2025-01-20T21:54:00.000Z,,,,2839,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,821321900373H,Fuse link 240V/80A,,2025-01-22T00:03:00.000Z,,,,2840,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1557545,"Camera, DX9",,2025-01-27T23:59:00.000Z,,,,2855,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,45133304800,SL ELECTRON GUN ASSY,,2025-01-30T21:14:00.000Z,,,,2864,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1534958,Leaf motor spares kit,2025-01-31T16:30:00.000Z,2026-01-13T21:55:00.000Z,347,11.41,2865,3462,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1010848,"Mirror assembly, optics (Agility)",2025-02-05T00:37:00.000Z,2025-04-10T19:23:00.000Z,65,2.13,2870,2988,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1010848,"Mirror assembly, optics (Agility)",2025-04-10T19:23:00.000Z,2025-06-14T00:00:00.000Z,64,2.11,2988,3125,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1024939,"ASSY, 40X40X10MM FAN, HEATSINK",,2025-02-05T21:09:00.000Z,,,,2872,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1502613,Laser ODI Spares Kit,2025-02-07T11:30:00.000Z,2025-08-19T22:15:00.000Z,193,6.36,2877,3254,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1502613,Laser ODI Spares Kit,2025-08-19T22:15:00.000Z,2026-06-11T19:30:00.000Z,296,9.72,3254,3758,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-109256,UC CHRISTUS - SCA,1502613,Laser ODI Spares Kit,,2025-02-12T20:30:00.000Z,,,,2880,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,45133411788,Longitudinal Brake assembly (MR),,2025-02-20T15:19:00.000Z,,,,2894,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),1515997,"THYRATRON,GL1551A",,2025-02-21T11:30:00.000Z,,,,2900,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),45133308730,HHC reciever unit MK2,,2025-02-24T21:11:00.000Z,,,,2904,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1021309___1564281,"PCB ASSY, WEDGE CONTROL",,2025-03-14T20:40:00.000Z,,,,2935,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133400146,Slitless flight tube kit,,2025-03-15T22:44:00.000Z,,,,2936,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133304100,Drift tube assembly,,2025-03-15T22:44:00.000Z,,,,2936,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133304200,Target Drive Assembly,,2025-03-15T22:44:00.000Z,,,,2936,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),261308039505,Seal,,2025-03-15T22:44:00.000Z,,,,2936,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1515219,"Kit, Gasket, 70mm",,2025-03-15T22:44:00.000Z,,,,2936,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1534958,Leaf motor spares kit,2025-03-17T11:00:00.000Z,2025-05-16T13:30:00.000Z,60,1.97,2944,3055,6,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1534958,Leaf motor spares kit,2025-05-16T13:30:00.000Z,2025-07-01T20:30:00.000Z,46,1.52,3055,3149,6,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1534958,Leaf motor spares kit,2025-07-01T20:30:00.000Z,2025-07-29T15:30:00.000Z,28,0.91,3149,3215,6,93,0.5,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1534958,Leaf motor spares kit,2025-07-29T15:30:00.000Z,2025-09-08T15:36:00.000Z,41,1.35,3215,3292,6,93,1,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1534958,Leaf motor spares kit,2025-09-08T15:36:00.000Z,2026-06-01T12:00:00.000Z,266,8.73,3292,3732,6,100,1,100,Alta,"intervalo de 266 días fuera del rango esperado [12, 89] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
INC-156473,Instituto Nacional del Cáncer (INC),45133304800,SL ELECTRON GUN ASSY,,2025-03-20T20:51:00.000Z,,,,2949,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1564298,Diaphragm/DLG PCB,,2025-03-25T18:30:00.000Z,,,,2958,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1015076,"Cable, retractile, MLC (SK25BB–SK26B)",2025-03-27T14:21:00.000Z,2025-05-28T20:38:00.000Z,62,2.05,2963,3085,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1015075,"Cable, retractile, MLC (SK25AA–SK26A)",2025-03-27T14:21:00.000Z,2025-05-28T20:38:00.000Z,62,2.05,2963,3085,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-156473,Instituto Nacional del Cáncer (INC),1522567,RF output window,,2025-04-06T01:34:00.000Z,,,,2980,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),261308039505,Seal,,2025-04-06T01:34:00.000Z,,,,2980,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1515219,"Kit, Gasket, 70mm",,2025-04-06T01:34:00.000Z,,,,2980,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1515098,ION PUMP - SPARE,,2025-04-06T01:34:00.000Z,,,,2980,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1522567,RF output window,,2025-04-10T19:23:00.000Z,,,,2988,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1538261,"FRU KIT, FLIGHT TUBE DRIVE",,2025-04-10T19:23:00.000Z,,,,2988,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),03-999-1290,Handheld Controller,,2025-04-22T11:48:00.000Z,,,,3011,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",,2025-04-24T18:24:00.000Z,,,,3021,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109374,UC CHRISTUS - CECA,1539679___1571202,"MRT 14791, GENERAL FKP ASSY",,2025-04-25T20:00:00.000Z,,,,3024,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1564361,"Programmed PCB Assy, Router",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1021309___1564281,"PCB ASSY, WEDGE CONTROL",2025-05-20T17:26:00.000Z,2025-09-09T16:50:00.000Z,112,3.68,3068,3294,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
CLC-1,CLÍNICA LAS CONDES,1517657,"PCB ASSY, LEAF MOTOR DRIVE - 1 Only",2025-05-20T17:26:00.000Z,2025-06-05T22:41:00.000Z,16,0.53,3068,3107,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
CLC-1,CLÍNICA LAS CONDES,1557545,"Camera, DX9",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1011030,"Lens, Collimator",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1565835,"KIT, SPARES, DIAPHRAGM BRAKE",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1565836,"KIT, SPARES, DLG BRAKE",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1531145,"Assy, Fan 70x70x15mm",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1564169,"Kit, Luminus proj assy and PCB assy, LED control",2025-05-20T17:26:00.000Z,2025-06-16T23:38:00.000Z,27,0.9,3068,3126,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
CLC-1,CLÍNICA LAS CONDES,1018559,"ASSY, BRACKET & FAN",,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1532592,BMDM spares kit,,2025-05-20T17:26:00.000Z,,,,3068,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,4513316442301M,FILTER ELEMENT 5 MICRON,,2025-05-20T17:32:00.000Z,,,,3069,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1515098,ION PUMP - SPARE,,2025-05-20T17:32:00.000Z,,,,3069,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,45133304800,SL ELECTRON GUN ASSY,,2025-05-20T17:32:00.000Z,,,,3069,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1018265_proveedor_local,"Proveedor Local, FRU MOTOR BRUSH SET (ELECTROCRAFT)",,2025-05-22T22:12:00.000Z,,,,3076,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,45133308034,"Magnetron, MG6363",,2025-05-27T23:07:00.000Z,,,,3082,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1553878___1552668,"Z Motor - ElektroCraft - FRU, Z drive motor/brake assembly",,2025-05-30T22:21:00.000Z,,,,3091,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),45133326590,CAMERA LENS ASSEMBLY,,2025-05-27T12:30:00.000Z,,,,3100,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-109256,UC CHRISTUS - SCA,1572991,FRU Z MTR BRUSH SET (E'CRAFT),,2025-06-05T19:05:00.000Z,,,,3102,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1564298,Diaphragm/DLG PCB,,2025-06-12T21:07:00.000Z,,,,3123,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
CLC-1,CLÍNICA LAS CONDES,1010848,"Mirror assembly, optics (Agility)",,2025-06-25T23:27:00.000Z,,,,3140,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-156187,RADIO ONCOLOGÍA DEL SUR,1568178,SIB PCB,2025-06-25T12:30:00.000Z,2025-07-28T16:30:00.000Z,33,1.09,3143,3210,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1564361,"Programmed PCB Assy, Router",2025-07-01T22:42:00.000Z,2026-05-16T15:44:00.000Z,319,10.47,3151,3705,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1501074,DOSE B version 2,,2025-07-02T18:05:00.000Z,,,,3154,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
APOTECA-PS,FUNDACION ARTURO LOPEZ PEREZ,2276501,SCANNER GRYPHON GD4430-HCK1,,2025-07-09T20:30:00.000Z,,,,3170,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1565768,"(CCU) PCB ASSY, CAM CID8726DX9 AGI",,2025-07-11T17:27:00.000Z,,,,3177,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),1557545,"Camera, DX9",2025-07-11T17:27:00.000Z,2025-07-15T19:35:00.000Z,4,0.13,3177,3189,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-156187,RADIO ONCOLOGÍA DEL SUR,45133304800,SL ELECTRON GUN ASSY,,2025-07-10T12:30:00.000Z,,,,3186,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-156473,Instituto Nacional del Cáncer (INC),45133326590,CAMERA LENS ASSEMBLY,,2025-07-15T19:35:00.000Z,,,,3189,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
