equipment_internal_id,client_name,dolibarr_ref,dolibarr_label,previous_event_date,current_event_date,interval_days,interval_months,previous_fieldbeat_task_id,current_fieldbeat_task_id,event_count_for_machine_part,association_confidence_score,match_confidence,interval_confidence_score,interval_confidence_label,interval_confidence_factors,interval_status
Linac-152171,CLINICA ALEMANA DE SANTIAGO,45133308530,"New fast tune magnetron, MG6370",2020-10-16T13:30:00.000Z,2025-07-28T11:30:00.000Z,1746,57.36,824,3207,2,93,1,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1006737_usado,SIB PCB,2020-11-06T11:30:00.000Z,2022-01-06T11:30:00.000Z,426,13.99,841,1336,4,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1006737_usado,SIB PCB,2022-01-06T11:30:00.000Z,2023-01-31T20:00:00.000Z,390,12.82,1336,1824,4,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1006737_usado,SIB PCB,2023-01-31T20:00:00.000Z,2023-02-02T12:29:00.000Z,2,0.06,1824,1825,4,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1010848,"Mirror assembly, optics (Agility)",,2020-11-19T14:50:00.000Z,,,,858,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,BJ9100.009,Ionization Chamber spare kit,,2020-11-19T15:15:00.000Z,,,,859,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,749796-001,HPE - Smart Array P440ar,,2020-11-21T12:00:00.000Z,,,,864,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,4513341185001U,"Cable Assy, Pl9 to S",2020-11-28T12:00:00.000Z,2025-11-14T21:33:00.000Z,1812,59.54,871,3383,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,45133304800,SL ELECTRON GUN ASSY,,2020-11-20T15:29:00.000Z,,,,874,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,4513316442301M,FILTER ELEMENT 5 MICRON,,2020-12-18T21:00:00.000Z,,,,900,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1022595,Water Valve Kit,,2020-12-18T21:00:00.000Z,,,,900,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1016474_usado,"KIT, SPARES, DLG BRAKE",2020-12-19T11:30:00.000Z,2021-07-24T12:15:00.000Z,217,7.13,902,1132,3,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1016474_usado,"KIT, SPARES, DLG BRAKE",2021-07-24T12:15:00.000Z,2021-07-31T13:00:00.000Z,7,0.23,1132,1141,3,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1016472_usado,Diaphragm brakes spare kit,2020-12-19T11:30:00.000Z,2022-05-31T20:30:00.000Z,528,17.36,902,1498,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,45133502668,Full release extension spring,,2020-12-04T20:00:00.000Z,,,,884,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,4513341220301G,"CABLE, T-GUARD AND LAT MOTOR",2020-12-05T11:00:00.000Z,2024-01-05T21:00:00.000Z,1126,37,886,2246,2,93,1,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1016246,Assy Leafbank Flex Circuit,,2020-12-29T20:00:00.000Z,,,,908,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1541718,"FRU, Pancake Motor Assembly",2021-02-22T12:30:00.000Z,2023-06-30T21:00:00.000Z,858,28.2,964,2041,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,F153053FV,Festo Racor Rapido Rosc.,,2021-03-16T11:30:00.000Z,,,,992,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133318440,Fru XY Drive Unit,,2021-03-19T11:30:00.000Z,,,,996,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,4513316441202U,"Potentiometer, 20k, 1 turn Fine",,2021-03-19T11:30:00.000Z,,,,996,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133317157,"timing belt 16T5 DL, 1263mm",,2021-03-19T11:30:00.000Z,,,,996,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,BJ4853.222.02,"CABLE ASSY,SK25E TO X38H",,2021-03-26T15:00:00.000Z,,,,1004,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1015076,"Cable, retractile, MLC (SK25BB–SK26B)",,2021-03-26T15:00:00.000Z,,,,1004,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1015075,"Cable, retractile, MLC (SK25AA–SK26A)",,2021-03-26T15:00:00.000Z,,,,1004,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,BJ4853.223.02,"CABLE ASSY,SK25F TO X38K",,2021-03-26T15:00:00.000Z,,,,1004,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133317815_01,TORNILLOS INOXIDABLES,,2021-03-30T17:30:00.000Z,,,,1009,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,R1510260,KV Detector Panel,,2021-04-16T12:30:00.000Z,,,,1025,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,128345,MOTOR BRASHEL (S),,2021-04-20T13:00:00.000Z,,,,1029,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,923931518204,AMPOLLETA MLC TYPE 13289,,2021-05-04T12:30:00.000Z,,,,1050,1,100,0.85,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,BJ6219.001.02,iViewC™ Arm brake cable-A,,2021-05-04T12:30:00.000Z,,,,1051,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,4513316442301M,FILTER ELEMENT 5 MICRON,2021-05-07T11:00:00.000Z,2023-08-25T13:00:00.000Z,840,27.6,1055,2110,2,93,1,93,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1021309___1564281,"PCB ASSY, WEDGE CONTROL",,2021-05-29T12:30:00.000Z,,,,1073,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1541653,"DRIFT TUBE ASSY, FRU, VITON",,2021-05-21T04:00:00.000Z,,,,1078,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1515098,ION PUMP - SPARE,2021-05-21T04:00:00.000Z,2023-02-27T09:30:00.000Z,647,21.26,1078,1860,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1515098,ION PUMP - SPARE,2023-02-27T09:30:00.000Z,2023-05-27T13:00:00.000Z,89,2.93,1860,2025,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1515098,ION PUMP - SPARE,2023-05-27T13:00:00.000Z,2023-10-30T13:00:00.000Z,156,5.12,2025,2190,4,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133400146,Slitless flight tube kit,,2021-05-21T04:00:00.000Z,,,,1078,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1538261,"FRU KIT, FLIGHT TUBE DRIVE",2021-05-21T04:00:00.000Z,2023-05-27T13:00:00.000Z,736,24.19,1078,2025,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2021-06-04T18:30:00.000Z,2021-06-08T20:11:00.000Z,4,0.13,1082,1087,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2021-06-08T20:11:00.000Z,2021-11-23T17:57:00.000Z,168,5.52,1087,1271,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2021-11-23T17:57:00.000Z,2022-01-17T22:20:00.000Z,55,1.81,1271,1344,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2022-01-17T22:20:00.000Z,2022-04-27T20:00:00.000Z,100,3.28,1344,1459,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2022-04-27T20:00:00.000Z,2022-10-03T11:30:00.000Z,159,5.21,1459,1652,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2022-10-03T11:30:00.000Z,2022-12-30T15:50:00.000Z,88,2.9,1652,1787,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2022-12-30T15:50:00.000Z,2023-01-09T14:42:00.000Z,10,0.33,1787,1795,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2023-01-09T14:42:00.000Z,2024-05-31T21:30:00.000Z,508,16.7,1795,2487,13,100,1,100,Alta,"intervalo de 508 días fuera del rango esperado [-132, 337] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2024-05-31T21:30:00.000Z,2025-06-14T00:00:00.000Z,378,12.42,2487,3125,13,100,1,100,Alta,"intervalo de 378 días fuera del rango esperado [-132, 337] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2025-06-14T00:00:00.000Z,2025-08-20T14:20:00.000Z,68,2.22,3125,3257,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2025-08-20T14:20:00.000Z,2025-08-25T12:20:00.000Z,5,0.16,3257,3270,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1534958,Leaf motor spares kit,2025-08-25T12:20:00.000Z,2025-11-12T14:15:00.000Z,79,2.6,3270,3377,13,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1500443_02,PCB Assy Led Control,,2021-06-19T13:00:00.000Z,,,,1099,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,BJ4853.228.01,CABLE X30B - X43,,2021-06-25T15:00:00.000Z,,,,1106,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),45133904034,PCB ASSY MOTOR THER,,2021-06-29T13:00:00.000Z,,,,1108,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1014474,Cable Assy sw1/sw2 T,,2021-07-01T12:30:00.000Z,,,,1111,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1006737_usado,SIB PCB,2021-07-19T11:30:00.000Z,2023-05-11T23:30:00.000Z,662,21.73,1127,1972,2,66,0.5,66,Media,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1016641,Assy Accessory PCB and Bracket,,2021-07-24T12:00:00.000Z,,,,1133,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1018559,"ASSY, BRACKET & FAN",2021-07-24T12:00:00.000Z,2022-08-08T17:30:00.000Z,380,12.49,1133,1573,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1018559,"ASSY, BRACKET & FAN",2022-08-08T17:30:00.000Z,2023-08-25T13:00:00.000Z,382,12.54,1573,2110,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1018559,"ASSY, BRACKET & FAN",2023-08-25T13:00:00.000Z,2025-02-05T21:09:00.000Z,530,17.42,2110,2872,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1018559,"ASSY, BRACKET & FAN",2025-02-05T21:09:00.000Z,2025-08-20T14:20:00.000Z,196,6.43,2872,3257,5,100,1,100,Alta,"intervalo de 196 días fuera del rango esperado [207, 546] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
Linac-153935,UC CHRISTUS - CECA,1531145,"Assy, Fan 70x70x15mm",,2021-07-24T12:00:00.000Z,,,,1133,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133307890,ION PUMP PSU (IPCU),,2021-07-31T13:00:00.000Z,,,,1141,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201110,CLÍNICA SANATORIO ALEMÁN (ONCORAD),4513316441202U,"Potentiometer, 20k, 1 turn Fine",,2021-08-02T14:00:00.000Z,,,,1143,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1014474,Cable Assy sw1/sw2 T,,2021-08-06T11:00:00.000Z,,,,1149,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1502613,Laser ODI Spares Kit,2021-08-06T17:00:32.889Z,2023-10-20T16:30:00.000Z,805,26.44,1153,2173,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-154325,HOSPITAL CARLOS VAN BUREN (SSVSA),1502613,Laser ODI Spares Kit,2023-10-20T16:30:00.000Z,2025-09-25T21:54:00.000Z,706,23.2,2173,3306,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
APOTECA-CHEMO,FUNDACION ARTURO LOPEZ PEREZ,128284,Cavo 0975 254 101/5M,,2021-08-13T12:30:00.000Z,,,,1167,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1016474_usado,"KIT, SPARES, DLG BRAKE",,2021-08-21T12:30:00.000Z,,,,1170,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1532627,"FRU,GUN FILA PSU",,2021-09-13T15:00:00.000Z,,,,1189,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1006737_usado,SIB PCB,2021-09-13T10:11:00.000Z,2022-07-14T21:30:00.000Z,304,10,1191,1545,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1540383,"SPARES KIT, BMDM F/W UPDATE",,2021-09-24T20:30:00.000Z,,,,1200,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,45133304800,SL ELECTRON GUN ASSY,2021-09-30T11:30:00.000Z,2023-03-17T19:33:00.000Z,533,17.52,1212,1883,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-153935,UC CHRISTUS - CECA,1006737_usado,SIB PCB,,2021-10-03T14:00:00.000Z,,,,1215,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1017632_usado,PCB ASSY CAMERA CCU,2021-10-12T14:30:00.000Z,2021-10-21T10:00:00.000Z,9,0.29,1226,1233,3,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-152171,CLINICA ALEMANA DE SANTIAGO,1017632_usado,PCB ASSY CAMERA CCU,2021-10-21T10:00:00.000Z,2021-12-01T11:00:00.000Z,41,1.35,1233,1281,3,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1536393,"FRU,EMERGENCY DOWN DRIVE MODULE",,2021-11-05T13:00:00.000Z,,,,1248,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,1010925_usado,Screen assembly crosswire Agility Head,,2021-11-13T14:53:00.000Z,,,,1252,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1511693,CHARGING HIGH VOLTAGE CABLE,,2021-10-27T20:30:00.000Z,,,,1255,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-201172,INRAD,1519710,"FRU, HT CABLE, cable assembly, Transformer M2, M4 -Magnetron",,2021-10-27T20:30:00.000Z,,,,1255,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133298035,"CABLE,MODULATOR/GUN.",,2021-11-17T05:05:00.000Z,,,,1261,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),45133308790,TRANSFORMADOR GUN,,2021-11-17T05:05:00.000Z,,,,1261,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),351372100645P,Resistor 330R +/- 5%,,2021-11-17T05:05:00.000Z,,,,1261,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,451362610002L,"Longitudinal Drive Belt, timing#6T5/1215",,2021-11-20T11:30:00.000Z,,,,1269,1,85,0.5,85,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133411846,"CABLE ASSY, PL5 TO SK5A",2021-11-20T11:30:00.000Z,2023-05-13T12:00:00.000Z,539,17.71,1269,1976,2,85,0.5,85,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
Linac-151673,CLINICA ALEMANA DE SANTIAGO,1531852,FRU XY DRIVE UNIT,,2021-12-03T20:31:00.000Z,,,,1287,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,45133302802,"Motor assembly, pancake",,2021-12-05T00:08:00.000Z,,,,1290,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
INC-INFINITY01,Instituto Nacional del Cáncer (INC),1511862,"Analog input, 12-bit (AI12) version 2",,2021-12-10T13:38:00.000Z,,,,1301,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
Linac-153935,UC CHRISTUS - CECA,03-999-1290,Handheld Controller,2021-12-15T14:12:00.000Z,2026-03-07T16:36:00.000Z,1543,50.69,1306,3575,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1502738,"FRU,THUMBWHEEL PWB SIDE A.MKII",,2021-12-21T20:30:00.000Z,,,,1314,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1502740,Thumbwheel PWB Side B MKII,,2021-12-23T22:30:00.000Z,,,,1317,1,100,1,100,Alta,Solo 1 evento observado para esta combinación máquina-repuesto - no se puede calcular ningún intervalo.,SINGLE_EVENT_ONLY
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1502613,Laser ODI Spares Kit,2021-12-30T19:00:00.000Z,2022-09-08T21:30:00.000Z,252,8.28,1324,1612,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1502613,Laser ODI Spares Kit,2022-09-08T21:30:00.000Z,2022-11-05T09:00:00.000Z,57,1.89,1612,1707,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1502613,Laser ODI Spares Kit,2022-11-05T09:00:00.000Z,2023-07-15T16:39:00.000Z,252,8.29,1707,2054,5,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1502613,Laser ODI Spares Kit,2023-07-15T16:39:00.000Z,2025-03-13T22:47:00.000Z,607,19.95,2054,2933,5,100,1,100,Alta,"intervalo de 607 días fuera del rango esperado [-3, 547] (IQR x1.5) para esta combinación",OUTLIER_CANDIDATE
Linac-201172,INRAD,1050661,Detector brake cable-B,2022-01-13T19:47:00.000Z,2024-12-10T15:51:00.000Z,1062,34.88,1330,2781,2,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
LINAC-153038,FUNDACION ARTURO LOPEZ PEREZ,1527814,"PSU, ION PUMP",2022-01-05T15:00:00.000Z,2023-02-27T09:30:00.000Z,418,13.72,1335,1860,3,100,1,100,Alta,"Intervalo dentro de lo esperado, sin observaciones adicionales.",VALID_INTERVAL
